number,value,params_mu_ed_assessment_discharge,params_mu_ed_service_time,params_sigma_ed_assessment_discharge,params_sigma_ed_service_time,params_wb_scale_ed_assessment_admit,params_wb_shape_ed_assessment_admit,state,source,timestamp
497,5.233983185054125,4.4993346942259596,4.264785462900756,0.9024540368914856,1.0421246738140941,79.85049103736645,1.5515644746234818,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
387,9.642226305309096,4.285789723005464,4.398023814548327,0.8550331999219899,0.7528154114503575,73.85947615756947,1.7524320345423556,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
486,9.807869697791602,4.468058265535635,4.310085581899775,0.8775209782359229,0.7780794197854654,80.10145815677456,1.7347636537784736,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
481,10.427968896397784,4.476474251404758,4.284196993335778,0.9087674409464371,0.7572557575809673,78.50555551794466,1.7294686422288525,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
451,10.794845355646823,4.49925601444339,4.282055399141772,0.959126565849157,0.7845952488366228,82.35424089351734,1.787453333316323,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
125,11.5485565188178,4.477667684668241,4.377090209804843,0.9876787923217059,1.188188132074045,84.22477980679639,1.7525867835068014,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
142,13.191855955043938,4.4288583932675385,4.311197318293192,0.8534016814357687,0.779832008081589,63.81844055520314,1.787857800990753,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
397,14.106562410587731,4.486752892460642,4.384788377352367,0.8688978056948747,0.7532955877347463,78.96857866078058,1.7320776040050105,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
455,14.784436391742508,4.467200282325598,4.239703123911929,0.9115765030588676,0.78159722506026,80.0883619628325,1.7989977235641679,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
164,14.829227563480417,4.432681618278971,4.272361754641539,0.912701253047093,1.2349582206542995,98.4747023600509,1.7197162759387976,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
118,15.021596598715957,4.3942983217171445,4.321065451706013,0.9205139311552518,0.7557890901333688,92.62224831453587,1.7490560978003329,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
279,15.343368710909857,4.379818633417691,4.329465853586491,0.9291004962418773,1.204385515943237,96.44975094769642,1.7070990454002746,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
442,15.585566844481962,4.468376332014581,4.295383150948056,0.9440728319709739,0.7703654646740181,78.68609685511558,1.747509943986689,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
488,16.25439320864275,4.452114527459663,4.290602372356611,0.8865784836303836,0.7837352229901918,79.06904421393581,1.7297293802283504,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
380,16.473764061019523,4.279761191691234,4.426403992912271,0.9374105715175903,0.967516082399044,75.18575432415182,1.7720458247077666,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
360,16.73689142172031,4.434633747448876,4.307176827371821,0.9115335076779364,1.217945048782655,78.20606772919999,1.7798166427556792,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
289,17.039974122540663,4.357642302100519,4.25802284748568,1.014370204320028,0.7503922584175651,119.745685793943,1.7692343612759531,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
250,17.08220901791216,4.340285779789387,4.283254412324613,0.9613959537041937,0.7915510095544954,90.76587916925705,1.6343855777663652,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
364,17.437103203932516,4.477315261498924,4.277556653101633,0.9075216285193144,1.212048787083609,69.18891041408024,1.7686579249806424,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
403,17.63640240478255,4.409006189655295,4.414124878660885,0.8819221505224445,0.7715098948342892,73.09104870499458,1.7434084896345663,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
386,17.959873753364306,4.441108782568946,4.398481175332792,0.9347406889478576,0.7502594489789121,74.16772609327872,1.7668146809286385,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
320,18.005921824695424,4.342950497216496,4.302474436684621,1.2880552577393365,1.2294098314073245,137.69287334224214,1.6509721101313601,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
309,18.406215210568934,4.428816614578684,4.369913621742178,0.8697066399384766,1.182781625575188,89.40123943772713,1.7674913443396174,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
499,18.463586290049193,4.479955147845837,4.263378568942799,0.8577747846148688,0.7642698528644196,90.506610934841,1.5507549667289555,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
151,18.60253127593627,4.447322125847697,4.441308258061267,0.9733114739475449,1.2137053644400582,65.3396703496562,1.7756935492546697,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
99,18.752569219584235,4.377341600433366,4.316517151844454,0.9530124409737992,1.1993308178520192,103.85483445231411,1.7874289930108729,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
235,18.84700705607634,4.376571988675302,4.290806530389964,1.2245616390099374,1.0375023137071002,77.53823955766333,1.7375391951085166,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
129,19.574998450657688,4.316577424993632,4.335301653449849,0.8036872498858627,0.8578465904406269,79.15052298371316,1.7572142977498053,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
124,19.675946212270606,4.315010080853186,4.3188040106707675,0.9785166511152775,0.7576596065809673,84.86324687439469,1.7366197205562044,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
149,20.089061550937828,4.445076732217563,4.422172164185936,0.9443264594788365,1.2377745803441262,64.75342191662047,1.752768965295982,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
390,20.392749401897795,4.26352913194862,4.396184037363827,0.8417903852279952,0.7616229862568978,73.45388486743303,1.7491180287747243,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
98,20.39768501639385,4.372339552742879,4.293081690775475,1.0191922259241057,1.2034775980069516,93.92773573486822,1.771175635430683,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
404,20.74471921967557,4.279703677714111,4.413484932998947,0.8575168287422438,0.7743299916269614,70.49371964100614,1.7704613898176609,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
204,20.989406668661804,4.442304849165173,4.385570136387536,0.9313348084856116,1.2392915682912538,65.77237726972383,1.7220765814137957,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
449,21.15117547455527,4.449455107357136,4.297342292551968,1.0185219055183024,0.9993037651228998,77.50450815800836,1.7345236659290335,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
465,21.154886074748834,4.455881384614774,4.277194536941269,0.9334956906724764,0.7937014819376403,76.67672452935993,1.7833738317035872,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
426,21.31238223598585,4.343939942594548,4.375877549812669,0.867630909210231,0.7509036174572321,81.85371954923602,1.737686593354986,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
163,21.65445858113635,4.425652457588065,4.276700971267013,0.9123465537228728,1.212027808117551,85.67059773177891,1.7329220302367108,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
12,21.887679273310138,4.471042249515285,4.1517329552799085,1.1316633493750898,1.1465557205320698,58.818050110675486,1.672648343667051,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
197,22.30380360070772,4.291062221166191,4.337190253500896,0.9065273759774923,1.2420505174482548,98.03129880650755,1.7672800225574172,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
245,22.34266845329234,4.426156006826435,4.325137058121801,0.9778348836372166,0.7788492134553885,84.6736282627341,1.649593331938241,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
453,22.677110098597417,4.4930503109454,4.268708773002613,0.9378232328345981,0.7837104942099452,81.67139726061606,1.7864617435726586,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
141,23.154513504319837,4.430633666875276,4.306879202075088,0.9406237066066774,1.2147492294009645,65.93445515210368,1.7892821976434516,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
192,23.1744413153986,4.355799775398746,4.35855882888857,1.166823572869699,1.20704862781186,84.81062155459844,1.7256105463854527,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
247,23.174680416710963,4.361137719305168,4.290095036637409,0.9611800406273171,0.7956957941392292,87.84020938477526,1.6489188809440536,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
135,23.284967481655784,4.363217877356742,4.333283825537097,0.902859409050071,1.1887360038813577,94.75722934839062,1.7210522902861476,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
444,23.40424622573892,4.473315771365719,4.2983908120821015,0.98334119956418,0.7513623374559455,79.0468345785673,1.7448396425086163,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
91,23.467781012052953,4.413135088170775,4.260664718321255,1.2758925252317586,1.2256969656740038,92.99057628565282,1.7062910664874285,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
265,23.631469162910285,4.387158481821782,4.372188991652303,0.9608046019109026,1.2146297025327202,67.3656877791782,1.7358898381433063,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
388,23.85822645491897,4.277308243987514,4.399157519942731,0.8684722348895135,0.7546324921264339,75.5322442786682,1.751452189863987,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
27,23.910762213319355,4.391955424720921,4.266851187065988,1.3461475460325811,1.1078018844225153,61.11784480666509,1.748350788609655,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
213,24.560551983237712,4.462127577027975,4.405822658436139,0.9662794216847452,1.1888589859701513,84.54893884057881,1.7514963302077449,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
479,25.45884300293476,4.415587596884015,4.3235303540965475,0.990512538856838,0.7563773029019525,73.6740139031975,1.7832555110976185,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
268,25.495316507928422,4.460338062680129,4.38796360907264,0.9362748825005173,1.2249049250562676,67.190116549379,1.7388092472874273,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
462,25.747316799034813,4.447625510635918,4.215726801997121,0.926150126265559,0.8243474262724847,77.13351167390515,1.7988987947669783,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
108,26.078794553083817,4.374495939355293,4.27988841062089,0.8190232766514489,0.8105298251814499,92.9971189733573,1.7830269422575298,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
448,26.55845134856763,4.426454681394211,4.271755194768213,0.9039350091696904,0.7582652095598866,78.93921362547822,1.7554027479043817,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
21,26.601631223792047,4.402671447058029,4.255220288809407,1.3761923601334098,1.1073006144846245,61.95688337760082,1.7801856011781245,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
339,26.661371990238074,4.36045964492019,4.355643664111481,0.5987587732825191,0.7583932774827997,74.59770032764011,1.735990025845817,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
430,26.96741262803842,4.314980966334974,4.418190566402069,0.9133251088440759,0.7965297194390119,68.38183584282042,1.7872484627669025,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
284,27.223591609894232,4.4014034401682585,4.348723429716583,0.887234149859425,1.2046908061919657,55.39241924110819,1.6965795799027956,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
472,27.242263551258244,4.487571465610562,4.293840475505185,0.9353210311150915,1.1256231285614717,87.14337798611366,1.7595523294089173,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
97,27.268608759703532,4.477530822945884,4.288811081892063,1.0298437739798805,1.1968729337838888,80.6226196501762,1.7729913460035491,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
23,27.449126743760242,4.4203243028546675,4.339813462722578,1.1857624433010867,1.003936886402858,79.06829122312884,1.6119789834842149,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
485,27.78698233969881,4.499934735057865,4.272127080939806,0.8945482919245107,0.7654495687394979,86.066386132235,1.719854391102603,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
214,27.877180171413,4.377399000100779,4.4113783239802205,0.9549800387438598,1.1880536409884574,90.1560412164131,1.7489013176348898,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
312,27.947713760537415,4.461529181947656,4.308505722015263,0.875632039208324,1.172916104221307,86.65152334090094,1.7669665855351124,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
439,28.035656902871988,4.3660496669231685,4.293465865699331,0.8802999148972871,0.782958352341472,68.57068009863725,1.7780650304719716,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
336,28.075970787515146,4.425879716085484,4.274667809750555,1.289656482492229,1.191061864906714,121.31686389356516,1.7643180638514087,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
467,28.095014993918713,4.47995219009443,4.257554704538335,0.9602214871336628,0.7503074315106945,83.179697221917,1.765452617869275,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
409,28.278435597688564,4.275304699287569,4.402341908024477,0.8301837066683962,0.7725279878333515,73.44284776208815,1.76174006864519,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
155,28.416930031233335,4.4137455015002045,4.410743569897388,0.833683364057167,1.2187741390368563,59.295798226199075,1.7532927617169638,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
254,28.470566878538225,4.316674532975655,4.281257368910096,0.9461398943184676,0.7693469388194734,90.30494028011097,1.6514285319702684,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
333,28.52756335782981,4.3415369496524985,4.382229747602643,1.0012881046687925,1.2236821826180437,91.9848429592526,1.7912822562017168,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
294,28.529490240293107,4.336763157338513,4.249970242803419,1.018729213476911,0.8865611913475743,90.2245001430915,1.7632325775034612,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
63,28.647160163257077,4.46043810847432,4.261576651853339,1.1963910475215256,1.1808057091392974,78.99558329962784,1.7680238692273262,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
297,28.765628007479012,4.35655266674152,4.232643394327895,1.0514251021769292,0.767002288579997,105.0115360200215,1.7286918718300455,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
496,28.818730426500814,4.421075003217943,4.295037534998816,0.920649393326132,0.7705111536826773,83.60410868418627,1.7343294294279634,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
194,28.959744329364597,4.349144008501408,4.3595662581848,0.9359431921695506,1.1824495047538661,88.78397390170066,1.4099835167909431,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
90,29.12842045886553,4.41461659894165,4.265913638354869,1.278567065078909,1.222359416098797,92.10048510719142,1.7084220011903384,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
144,29.182367987387934,4.3666130827903,4.301717208756899,0.8634400669138174,0.7877650772186126,60.55122523169357,1.7825570721605042,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
150,29.28816357845794,4.402307358972488,4.475330120273661,0.9276436035554092,1.2388288319768805,57.51444744324444,1.752103375606587,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
232,29.613304480376197,4.395760392192753,4.329828431540973,1.1695205042538717,1.083281198620611,81.8266721703152,1.5325399204714945,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
107,29.64890755955896,4.376940405513066,4.275124516039915,0.9303082621773379,0.7513505361903801,86.30237563617459,1.7870056936863037,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
470,29.657057539451618,4.454613921940623,4.302622533249804,0.8846765737017209,0.9617382869170618,76.68118949327453,1.4863505458995117,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
351,29.82880561478462,4.4334397817405575,4.369576513851875,1.09767241723163,1.198412862689915,103.1407320911145,1.770724826038946,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
174,29.86414303411177,4.3608559133981215,4.296322211710877,0.8889261887608584,0.7619944945805159,97.78513409828865,1.720150747968671,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
170,29.94454201369578,4.438076308733514,4.275571272023139,0.9676826175383342,1.2156255401431098,91.35654397085695,1.7028555695351393,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
175,30.014768591665085,4.392528624395765,4.320621384817047,0.839293985219376,1.2382911922809599,84.74293869899901,1.748658086844931,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
420,30.030453827085818,4.273241431097443,4.396616660588557,0.6568095138364923,0.7509690387016987,75.60007210920891,1.7496597482792169,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
161,30.06617524290019,4.471230566187765,4.3238074097866654,1.0094984926100306,1.2011215067979897,75.93813518877704,1.7755951870845597,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
35,30.368663210658124,4.269285944786577,4.180822984974125,1.0612631114172169,1.1012030166358482,70.98953813876888,1.7363961198156317,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
136,30.372433015657123,4.3477515229079575,4.333646500315671,0.954905298939861,0.9288601134559722,95.69929857798441,1.6784188265991844,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
147,30.407543338079975,4.326550674639635,4.2834039449750625,0.8459767478833914,0.7637505087584642,101.02210987083272,1.7978767725608358,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
123,30.49126204326796,4.428480416654803,4.2532734102687115,0.9440613855490239,0.7938559381894601,78.39187120843614,1.7997098464118417,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
198,30.736202574797694,4.281693232094938,4.353917117752348,0.9037412826623167,1.2485792771441193,102.60517113739463,1.7633248143309765,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
375,30.945978796455503,4.452680793211303,4.263348016925994,0.8751844324495115,1.1966608031751766,78.43734765890072,1.7441825584854482,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
238,31.07547045986614,4.362625063287475,4.266456571961145,1.2212204526955224,1.2130344907768027,87.51975290017565,1.7494246951125216,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
324,31.08440097583245,4.30711544634724,4.320491268881186,1.0329786202344293,0.7805125244948008,148.51085040275876,1.6746475165018733,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
415,31.47802068705506,4.2905547196974405,4.403684659634969,0.8607585467746696,0.7612462338272424,73.81924537205745,1.785819532765785,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
3,31.488182953961186,4.197491739908977,4.149070114200869,1.1176711142748124,1.2274210173250568,84.75144902195241,1.6892431484999997,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
445,31.570977480430937,4.477599117501248,4.28666916658698,0.9414229967787557,0.7644013115506022,80.18188697335394,1.7323041497928964,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
148,31.589087717882006,4.385396327861857,4.30657250613023,0.9031651800002722,1.191766383564677,68.34763214127422,1.7703234826468441,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
217,31.723602670457865,4.432147995693346,4.41663314351447,0.8689577000297292,0.771068240773399,56.59256425534955,1.7569069928489078,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
103,31.733841238008484,4.407160101392546,4.343139594017618,1.007747657589791,1.164245101820353,91.98504678763138,1.7980711219902556,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
422,31.766432884829083,4.212969350969397,4.4118658987807,0.9025845121655236,0.7732880930206454,77.98279811425535,1.7422695560482755,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
319,31.768580416906836,4.280684377434852,4.09080213623294,0.9294216099545135,1.2004873883063738,88.23250214079515,1.6303738560992467,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
231,31.81181044085903,4.425024790603565,4.342735226544137,1.2481103908674809,0.92301046168395,72.92991454255223,1.6859381280200112,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
114,31.941598049977543,4.371995872480766,4.337852457976406,0.6848645779183422,0.835217567592317,88.21676031109973,1.791847953588195,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
384,32.02268536920061,4.26489030443164,4.419047232970497,0.9691115640460614,1.2404002973438184,71.5276236693772,1.777342754173329,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
329,32.05048435405971,4.434343678403348,4.3012507217738865,0.973623923858522,0.7710870509519431,99.60268244557274,1.7780204317682948,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
183,32.22304697929584,4.4481114372921695,4.3055457533671335,1.0439458338117507,1.2086552422622188,87.10448960012071,1.7540638570270348,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
424,32.250048401628014,4.333000612452759,4.422522766473763,0.8980565147112362,0.7591669754140603,66.01160383122135,1.7565334736886025,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
342,32.29646233462766,4.3870114969276,4.3446285326572,0.8747932519929102,1.2363330402787334,96.36590925802126,1.761127817575841,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
233,32.382953591661675,4.423309630548069,4.35368616929499,1.1416244577153674,1.0116570492418733,62.118151190485676,1.702782213514688,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
461,32.38612250646302,4.475149131138605,4.23566920837501,0.9065665430428883,0.7734635523476504,85.44073464874792,1.6020264651541831,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
317,32.54132900775723,4.13335134024026,4.314603843951432,0.8754122726965482,0.7665524001500663,96.08563154463063,1.7496660422306392,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
239,32.57003198568447,4.338813046895526,4.297725527428366,1.2659836833468534,0.9454527732724026,80.37721642560635,1.7699443701050204,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
483,32.76386545406799,4.486521111568853,4.293771218906471,0.7385233978319031,0.7504000558294903,78.95141929358563,1.7092559335903845,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
236,33.29713416143429,4.3768298707384075,4.290566140373185,1.200583868662527,1.0536805891915537,76.705318466237,1.7371924181037683,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
438,33.33100381771111,4.293127751876018,4.376024546412112,0.9660779512871576,1.07010067099041,75.35282652991788,1.7199380495688554,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
273,33.50527821221175,4.448557450808213,4.378367658247463,0.9007734283393795,1.2093437229728412,62.36661698027308,1.7378893444630483,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
205,33.59726126282894,4.435187305981417,4.392214180150069,0.9306383803754099,1.2396238030167472,65.68889138658002,1.7178668284130605,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
308,33.62677144915836,4.30817021350814,4.316734375581909,0.9544509625590576,0.7594792030285303,83.02399990048661,1.7267003448839597,COMPLETE,Optuna DES optimisation,2025-05-30 23:39:24.567732
